lig_name,SMILE
LMJ,O=C1N[C@@]23C[N@H+]4[C@@]1(CCC4)C[C@H]3C(c1c(C2)c2cc(Cl)c(cc2[nH]1)Br)(C)C
J6P,O=C1N[C@@]23C[N@H+]4[C@@]1(C=CC4)C[C@H]3C(c1c(C2)c2cc(Cl)c(cc2[nH]1)Cl)(C)C
LBD,C[C@@H]1C[NH2+]CCN1c1nc(Nc2[nH]nc(c2)C(C)(C)C)c2c(n1)cccc2
KQP,Clc1cc(cc(c1)C1(CCC1)C(=[NH2+])N)c1ccc(cc1)C(O)(C)C
KJM,Clc1cccc(c1)C1(CCC1)C(=[NH2+])N
JBG,C[N@@H+]1CC[N@H+](CC1)CCOc1c(Cl)cc(c(c1Cl)O)C(=O)N[C@H](C(=O)O)Cc1ccccc1
LVA,CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@H](C[C@H](CC(=O)O)O)O)[C@H](C=C2)C)C
3NG,Clc1cccc(c1)Nc1nc2cc(ccc2c2c1ccnc2)C(=O)O
BWR,O=C(c1csc2c1c(=O)nc[nH]2)NCc1ccc(cc1)C[N@@H+]1CC[C@H](CC1)[NH3+]
9D0,CCCCCCCC[NH2+]Cc1ccc(cc1)CNC(=O)c1csc2c1c(=O)nc[nH]2
GLC,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)O
SUC,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O
MAL,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
TRE,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
PAL,OC[C@H]1O[C@H](OC[C@H]2O[C@@]([C@H]([C@@H]2O)O)(O)CO)[C@@H]([C@H]([C@@H]1O)O)O
XAF,OCCS(=O)(=O)c1ccc(cc1)c1cc(ccc1F)c1cn[nH]c1c1cccc(n1)C
A59,CCCCCc1ccc(cc1/C=C\c1ccccn1)c1ccc(cc1)S(=O)(=O)CCO
A50,CCCCCc1ccc(cc1CCc1ccccn1)c1ccc(cc1)S(=O)(=O)CCO
9M6,OCCS(=O)(=O)c1ccc(cc1)c1ccc(c(c1)[C@@H]1C[C@@H]1c1ccccn1)C1CCCC1
9MC,OCCS(=O)(=O)c1ccc(cc1)c1ccc(c(c1)[C@H]1C[C@H]1c1ccccn1)C1CCCC1
9N3,OCCS(=O)(=O)c1ccc(cc1)c1cc(CCc2ccccn2)cc(c1)C(C)(C)C
ASN,NC(=O)C[C@@H](C(=O)O)[NH3+]
H0N,O=C(c1cn(Cc2ccc(c(c2)Cl)Cl)c(=O)c2c1n(nc2)C1CC[NH2+]CC1)Nc1ccncc1
GZW,Cn1ncc(c1)NC(=O)c1cn(Cc2ccc(c(c2)Cl)Cl)c(=O)c2c1cc(nc2)C1CC[NH2+]CC1
GZN,Cn1ncc(c1)NC(=O)c1cn(Cc2ccc(c(c2)Cl)Cl)c(=O)c2c1cccc2
H0Q,Clc1cccc(c1)Cn1cc(C(=O)Nc2cnn(c2)C)c2c(c1=O)cccc2
H08,Clc1ccc(cc1)Cn1cc(C(=O)Nc2cnn(c2)C)c2c(c1=O)cccc2
H0H,Cn1ncc(c1)NC(=O)c1cn(Cc2ccccc2)c(=O)c2c1cccc2
GZQ,Clc1ccc(c(c1)Cl)N(C(=O)C)C
TYR,OC(=O)[C@H](Cc1ccc(cc1)O)[NH3+]
AO3,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)[C@H]3[C@@H]([C@H]2O)N=C(O3)N(C)C)[C@@H]([C@@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
FX5,Nc1nnc(cc1N1CC[NH2+]CC1)c1ccccc1O
FFN,Fc1ccc(cc1)c1csc2c1c(=O)[nH]c(n2)C
EJE,[NH3+]Cc1cc(C)c(c(c1)C)c1ncn(c1c1ccnc2c1ccc(c2)F)C
EHW,Fc1ccc2c(c1)nccc2c1n(C)cnc1c1c(C)noc1C
EHH,[NH3+]Cc1cc(C)c(c(c1)C)c1ncn(c1c1ccncc1)C
EHT,Cc1onc(c1c1ncn(c1c1ccncc1)C)C
EH8,Cn1cnc(c1c1ccncc1)c1ccccc1
EHK,O=C1CC(=C(NN1C1CC[NH2+]CC1)c1ccncc1)C
EHE,Cc1cc(=O)n(nc1c1ccccc1)C1CC[NH2+]CC1
EHQ,Cc1onc(c1c1n[nH]cc1c1ccncc1)C
EH2,OC(=O)c1ccccc1/C=C/c1cccs1
7CI,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1nc[nH]c2=O)C#N
I1L,[NH3+]NC(=O)Cc1n[nH]nn1
MED,CSCC[C@@H]([NH3+])C(=O)O
HJ1,[NH3+]CCC(=O)NCCc1ccc(c(c1)O)O
HJD,C(NC(=O)CC[NH3+])Cc1c[nH]cn1
PAV,O[C@H]1CO[C@@](C1(O)O)(C)O
BTG,OC[C@H]1O[C@@H](Oc2ccccc2c2cccc(c2)C(=O)O)[C@@H]([C@H]([C@H]1O)O)NC(=O)C
BS7,OC[C@H]1O[C@@H](Oc2cccc3c2nccc3)[C@@H]([C@H]([C@H]1O)O)O
BQY,OC[C@H]1O[C@@H](Oc2ccccc2OC)[C@@H]([C@H]([C@H]1O)O)O
TF0,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
145,OC[C@H]1O[C@@H](Oc2ccccc2N(=O)=O)[C@@H]([C@H]([C@H]1O)O)O
URA,O=c1cc[nH]c(=O)[nH]1
YMZ,O[C@H](c1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F)[C@@H]1CCCC[NH2+]1
QI9,C=C[C@H]1C[N@@H+]2CC[C@H]1C[C@H]2[C@@H](c1ccnc2c1cc(OC)cc2)O
8P0,c1cc2ccc3c4c2c(c1)ccc4ccc3
9VH,O[C@@H]1C[NH2+]C[C@@H]([C@H]1O)CS(O)(O)O
9U5,CC(N1C=CC(c2c1ccc(c2)C#Cc1ccc(cc1)C(=O)O)(C)C)C
LUQ,NC(=O)C[NH2+]CCS(O)(O)O
Q5G,OC(=O)CCSCC(=O)N1C[C@@H](Oc2c1cccc2)C(=O)N
