PDBCode,resolution,release_year,pkd,lig_name
5u8f,1.34,2017,7.96,82G
5vc5,1.93,2017,7.96,96M
5wqa,2.3,2017,7.96,J20
5xv7,2.32,2018,7.96,EMH
6chn,2.03,2018,7.96,F1D
6dhc,2.85,2018,7.96,GHJ
6dvl,2.1,2018,7.96,HBG
6eqm,1.35,2018,7.96,BUH
6f1w,1.86,2019,7.96,CG5
6fyv,2.46,2018,7.96,3NG
6g93,1.67,2018,7.96,EU2
6gl3,2.77,2018,7.96,EMW
6h3k,2.48,2018,7.96,FMW
6h4d,2.9,2019,7.96,GDP
6htr,2.6,2019,7.96,GQT
6iiu,2.5,2018,7.96,A8X
6nel,2.0,2019,7.96,KKV
3amv,2.1,1999,7.97,BIN
3fmr,2.89,2009,7.97,TN4
3ldw,2.47,2010,7.97,ZOL
4x1f,2.0,2015,7.97,3WF
5ap1,2.05,2015,7.97,O38
5ap5,2.8,2015,7.97,7RO
5lxc,2.15,2016,7.97,7AA
5zqr,1.75,2019,7.97,9H9
6hhj,2.3,2019,7.97,G4H
6itj,1.99,2019,7.97,AXU
4gto,2.15,2012,7.98,7TO
5twl,2.42,2017,7.98,H91
1mf4,1.9,2003,7.99,5-mer
3oyq,1.47,2011,7.99,OYQ
4z07,2.5,2016,7.99,PCG
5n1s,1.3,2017,7.99,8GE
5nxp,1.25,2018,7.99,9DH
6mjw,2.41,2019,7.99,JUJ
1a4k,2.4,1998,8.0,FRA
1apw,1.8,1994,8.0,5-mer
1ayv,2.3,1998,8.0,IN6
1b57,2.0,2000,8.0,PGH
1b5g,2.07,1998,8.0,0ZE
1bzs,1.7,2000,8.0,BSI
1dqn,1.75,2000,8.0,IMU
1fkg,2.0,1994,8.0,SB3
1fpp,2.75,1999,8.0,FPP
1fvv,2.8,2001,8.0,107
1g2a,1.75,2001,8.0,BB2
1gaf,1.95,1996,8.0,NPE
1gai,1.7,1996,8.0,GAC
1i5d,2.9,2001,8.0,128
1nc6,1.9,2003,8.0,ABB
1o46,2.0,2004,8.0,903
1qin,2.0,1999,8.0,GIP
1r0p,1.8,2003,8.0,KSA
1rmz,1.34,2004,8.0,NGH
1sm2,2.3,2004,8.0,STU
1tkb,2.3,1994,8.0,N1T
1tps,1.9,1995,8.0,8-mer
1utr,,1995,8.0,PCB
1vyg,2.4,2004,8.0,ACD
1xws,1.8,2004,8.0,BI1
1ycm,,2005,8.0,NGH
1yhs,2.15,2005,8.0,STU
1ym2,2.05,2006,8.0,6-mer
1ypg,1.8,2006,8.0,UIR
1yw8,2.65,2006,8.0,A75
1z3j,,2005,8.0,NGH
2ama,1.9,2006,8.0,DHT
2e94,2.18,2007,8.0,364
2hah,1.7,2007,8.0,3TL
2p4i,2.5,2007,8.0,MR9
2r3j,1.65,2008,8.0,SCJ
2r3m,1.7,2008,8.0,SCX
2r6f,3.2,2008,8.0,ADP
2vnt,2.2,2008,8.0,QGG
2vwn,1.61,2009,8.0,H25
2w1c,3.24,2009,8.0,L0C
2wev,2.3,2009,8.0,CK7
2xbw,1.72,2010,8.0,455
2ymt,1.8,2013,8.0,9-mer
2z8e,1.99,2008,8.0,MES
3b92,2.0,2007,8.0,440
3c9e,1.8,2008,8.0,E64
3co9,2.1,2009,8.0,3MS
3cvk,2.31,2009,8.0,N34
3cwj,2.4,2009,8.0,321
3cyx,1.2,2008,8.0,ROC
3d5m,2.2,2009,8.0,4MS
3dba,2.57,2008,8.0,35G
3dej,2.6,2008,8.0,RXC
3e92,2.0,2008,8.0,G6A
3fc1,2.4,2008,8.0,52P
3fur,2.3,2009,8.0,Z12
3gkz,1.9,2009,8.0,B40
3gur,2.5,2009,8.0,BYG
3gvu,2.05,2009,8.0,STI
3gzn,3.0,2010,8.0,B39
3hs4,1.1,2009,8.0,AZM
3hx3,1.69,2009,8.0,RET
3k97,1.95,2010,8.0,4CD
3l0e,2.3,2010,8.0,G58
3l8x,2.4,2010,8.0,N4D
3nga,2.71,2010,8.0,3NG
3oy0,1.6,2011,8.0,OY0
3qd3,2.0,2011,8.0,3Q5
3rey,3.31,2011,8.0,XAC
3rwd,2.6,2012,8.0,11-mer
3s7m,2.2,2011,8.0,532
3sio,2.32,2011,8.0,MLK
3t0x,1.96,2012,8.0,DIW
3zcl,1.4,2013,8.0,5TF
4a6l,2.05,2012,8.0,P43
4ap0,2.59,2012,8.0,G7X
4axa,1.9,2012,8.0,RKD
4bxn,2.79,2013,8.0,6LX
4d08,1.9,2014,8.0,Q2T
4dr9,1.9,2013,8.0,BB2
4ehz,2.17,2012,8.0,JAK
4f7l,2.9,2013,8.0,0SO
4g8l,2.8,2012,8.0,25A
4hcu,1.43,2012,8.0,13L
4ht0,1.6,2013,8.0,V50
4jjf,2.2,2013,8.0,2-mer
4jyu,1.8,2013,8.0,1OK
4kfp,1.84,2013,8.0,1R7
4knm,1.9,2013,8.0,E1E
4l4m,2.44,2014,8.0,1XD
4lp0,1.95,2013,8.0,1YM
4lpb,1.75,2013,8.0,1YP
4lv2,1.65,2014,8.0,N95
4mb9,1.85,2013,8.0,28F
4mo8,1.85,2013,8.0,2VQ
4o2c,1.8,2014,8.0,10-mer
4o2e,1.98,2014,8.0,9-mer
4o9v,1.9,2014,8.0,NT4
4poh,2.3,2014,8.0,2VR
4pzh,1.06,2015,8.0,V13
4qg7,1.67,2014,8.0,32K
4qmt,1.5,2015,8.0,H1N
4twt,2.85,2015,8.0,12-mer
4u45,2.58,2014,8.0,3DC
4ue1,1.45,2016,8.0,16-mer
4ufu,2.1,2016,8.0,2ZI
4ujb,1.95,2016,8.0,8BQ
4x6i,1.87,2015,8.0,3Y1
4yff,3.07,2015,8.0,4CV
4ykn,2.9,2015,8.0,4EL
4zjj,2.2,2015,8.0,4OR
4zt2,2.7,2016,8.0,4RP
4zt3,2.8,2016,8.0,4RQ
4zt4,2.3,2016,8.0,4RO
4zt5,2.35,2016,8.0,4RN
4zt6,2.25,2016,8.0,4RD
4zt7,2.4,2016,8.0,4RC
4zx0,1.6,2015,8.0,5L2
5a5d,1.74,2016,8.0,5LC
5bml,2.95,2015,8.0,4TW
5ceh,3.14,2016,8.0,50P
5czb,1.96,2016,8.0,55W
5dsx,2.41,2016,8.0,5EW
5eqy,2.5,2016,8.0,5RA
5fap,2.7,2016,8.0,602
5ftq,1.7,2016,8.0,U4W
5hex,2.73,2016,8.0,604
5hx6,2.23,2016,8.0,65U
5lj0,1.82,2016,8.0,6XX
5ml5,1.9,2017,8.0,1VI
5mra,3.74,2017,8.0,DM2
5nwd,1.45,2018,8.0,9C8
5o22,2.1,2018,8.0,C3R
5o7e,1.87,2018,8.0,9NB
5ows,1.8,2018,8.0,KC8
5t4f,1.9,2016,8.0,75M
5trs,3.08,2017,8.0,7HZ
5w0q,1.7,2018,8.0,9U7
5w85,2.25,2017,8.0,9YS
5web,2.25,2018,8.0,KU5
5wfz,2.35,2017,8.0,KU0
5zw6,2.05,2018,8.0,6-mer
6df7,2.0,2018,8.0,G9V
6eq8,2.19,2018,8.0,BQZ
6fkq,3.07,2018,8.0,19-mer
6g9s,2.0,2019,8.0,ET5
6gn1,2.6,2018,8.0,F4N
6htd,3.0,2019,8.0,GQH
6i8b,1.76,2018,8.0,H7T
6ib2,2.1,2019,8.0,862
6iqg,3.0,2019,8.0,18-mer
6n4e,1.65,2019,8.0,KCD
6oqn,1.7,2019,8.0,N0P
6pyu,2.54,2019,8.0,P5V
6rmf,1.51,2019,8.0,K9B
6udx,1.7,2019,8.0,Q57
6uwv,1.47,2019,8.0,QK7
8abp,1.49,1991,8.0,GLA/GLB
9abp,1.97,1992,8.0,GLA/GLB
1m5b,1.85,2002,8.01,BN1
1v7a,2.5,2004,8.01,FRC
2cc7,1.8,2006,8.01,LUM
2pj1,1.64,2008,8.01,578
3p44,2.2,2011,8.01,067
3vje,2.12,2012,8.01,ZGA
4muw,2.64,2013,8.01,2F4
4xg6,2.4,2015,8.01,X6G
4zyq,2.6,2016,8.01,4U6
5f95,2.53,2016,8.01,3UP
5g10,1.71,2016,8.01,6DK
5ntk,1.9,2017,8.01,99N
6gzd,2.28,2018,8.01,LCI
6q8a,2.11,2019,8.01,HQ5
1b7h,2.0,1998,8.02,3-mer
2cet,1.97,2006,8.02,PGI
2zdt,2.0,2008,8.02,46C
3iit,1.8,2010,8.02,D14
3n4c,1.9,2011,8.02,EF3
3v49,1.7,2012,8.02,PK0
4n00,1.8,2014,8.02,2EX
4uye,1.65,2014,8.02,9F9
4yes,1.5,2015,8.02,45S
5q1a,2.0,2017,8.02,9N4
5v5n,2.01,2017,8.02,EDH
6ay3,1.39,2018,8.02,C3J
6fii,2.41,2018,8.02,SG9
1z6j,2.0,2005,8.03,PY3
4elf,2.3,2013,8.03,35I
4x5y,1.59,2015,8.03,3XW
5e2k,1.4,2016,8.03,BX4
5t4h,2.61,2016,8.03,75J
5uwl,2.55,2017,8.03,8OJ
6bfn,2.26,2017,8.03,DL1
6do3,2.17,2018,8.03,7-mer
1mpa,2.6,1997,8.04,9-mer
1rhj,2.2,2004,8.04,PZN
2mpa,2.6,1999,8.04,9-mer
3at3,2.6,2011,8.04,ATK
3vzv,2.8,2013,8.04,VZV
4gtm,2.2,2012,8.04,7TM
4m2u,2.0,2013,8.04,ETS
4q1f,2.1,2014,8.04,2XN
4zy0,2.2,2016,8.04,4TM
4zz2,1.45,2015,8.04,3YG
5k1i,2.61,2016,8.04,6PT
5lce,1.39,2017,8.04,6TH
5t3n,2.4,2016,8.04,75G
5tmn,1.6,1989,8.04,0PJ
5uhi,3.2,2017,8.04,8A4
5w6e,1.9,2018,8.04,0NY
5yy9,2.65,2018,8.04,13-mer
6i0b,2.38,2019,8.04,9A5
6k04,1.25,2019,8.04,CQF
1hih,2.2,1995,8.05,C20
1hrn,1.8,1995,8.05,03D
1jjt,1.8,2001,8.05,BDS
1ke7,2.0,2002,8.05,LS3
1lqd,2.7,2003,8.05,CMI
1o42,1.7,2004,8.05,843
1ong,1.1,2003,8.05,WY4
1qj1,2.0,2000,8.05,166
1sjh,2.25,2004,8.05,13-mer
1vyf,1.85,2004,8.05,OLA
1x7r,2.0,2005,8.05,GEN
2b9a,1.54,2005,8.05,FBC
2bqv,2.1,2005,8.05,A1A
2i0h,2.0,2006,8.05,222
2iw9,2.0,2006,8.05,4SP
2jjk,2.0,2008,8.05,R15
2jkh,1.25,2009,8.05,BI7
2no3,3.2,2007,8.05,859
2wxh,1.9,2010,8.05,ZZO
2xc4,1.67,2010,8.05,IVK
2xcg,1.9,2010,8.05,XCG
2xm9,2.5,2011,8.05,LWH
2xxt,1.9,2011,8.05,KAI
2y80,1.9,2011,8.05,439
2z60,1.95,2007,8.05,P3Y
2zv9,2.76,2008,8.05,PP2
3ag9,2.0,2010,8.05,A02
3cd8,2.0,2008,8.05,L5G
3emg,2.6,2008,8.05,685
3ens,2.3,2008,8.05,ENS
3eqy,1.63,2009,8.05,12-mer
3ml2,1.8,2011,8.05,SU0
3mwu,1.98,2010,8.05,BK3
3nnw,1.89,2010,8.05,EDD
3ot8,1.65,2010,8.05,MI5
3oys,1.54,2011,8.05,OYS
3qkl,1.9,2011,8.05,SMR
3txo,2.05,2011,8.05,07U
3u8l,2.32,2011,8.05,09Q
4a4o,2.7,2012,8.05,664
4aa4,2.3,2012,8.05,QC0
4b8y,1.9,2012,8.05,6-mer
4bcc,1.65,2013,8.05,JKT
4byi,2.6,2013,8.05,FH3
4hdb,1.49,2013,8.05,G52
4mk9,2.05,2013,8.05,28R
4o4g,2.71,2014,8.05,2RT
4ogv,2.2,2014,8.05,2U7
4oth,1.8,2014,8.05,DRN
4q19,2.09,2014,8.05,2XL
4qhp,1.6,2014,8.05,32Q/32R
4rfd,1.63,2015,8.05,3O5
4urm,2.94,2014,8.05,XAM
4wmc,2.3,2014,8.05,NXL
4x7l,1.9,2015,8.05,3Z4
4y8d,2.1,2015,8.05,49J
4yqh,2.31,2015,8.05,4F7
4zhm,1.9,2015,8.05,10-mer
4zyy,1.85,2016,8.05,3YC
5abg,2.0,2015,8.05,V0N
5cxa,1.3,2016,8.05,55L
5ece,2.2,2015,8.05,5N2
5fxs,1.9,2016,8.05,OZN
5i9z,1.7,2016,8.05,627
5iha,1.96,2016,8.05,6BE
5j87,1.59,2017,8.05,N42
5k5n,2.2,2016,8.05,6QH
5kq5,3.41,2016,8.05,STU
5ld8,2.13,2016,8.05,6U5
5ni5,2.3,2018,8.05,8YB
5o45,0.99,2017,8.05,15-mer
5oci,1.62,2018,8.05,9R8
5q15,1.9,2017,8.05,9MP
5upe,1.93,2017,8.05,8HY
5w7u,2.2,2017,8.05,GY8
5xvg,2.1,2018,8.05,8FX
6b2q,2.88,2018,8.05,CJJ
6bxy,1.82,2018,8.05,EEV
6chl,2.2,2018,8.05,EXJ
6d56,1.68,2018,8.05,FVM
6e4t,3.4,2018,8.05,HTV
6esn,1.84,2018,8.05,BWE
6ety,1.68,2018,8.05,BXK
6gxe,1.3,2019,8.05,FFH
6i5i,1.6,2019,8.05,H3E
6ocu,2.77,2019,8.05,M5V
6ooz,2.8,2019,8.05,A6Y
1iwq,2.0,2003,8.06,19-mer
1zgb,2.3,2005,8.06,A1E
2qu5,2.95,2007,8.06,276
3dbu,1.7,2009,8.06,D8W
3hiw,1.8,2009,8.06,C2X
3ovz,2.02,2010,8.06,O96
4avt,3.2,2013,8.06,GHE
4fab,2.7,1990,8.06,FLU
4i5m,1.8,2013,8.06,R78
5ea5,3.05,2015,8.06,TM3
5q0n,2.4,2017,8.06,9L4
6a3n,2.6,2019,8.06,9Q9
6evr,1.5,2018,8.06,BZW
6kqi,3.25,2019,8.06,9GF
6pl2,2.59,2019,8.06,OOM
1dva,3.0,2000,8.07,19-mer
1gni,2.4,2002,8.07,OLA
1jtq,2.5,2001,8.07,LY3
1wxz,2.8,2005,8.07,FRL
2jbo,3.1,2007,8.07,P4O
2jbp,3.31,2007,8.07,P4O
3ant,2.4,2011,8.07,S82
3jwr,2.99,2009,8.07,IBM
3l9n,2.0,2011,8.07,L9N
3oxz,2.2,2010,8.07,0LI
3r2y,3.0,2011,8.07,P4O
3v8w,2.27,2012,8.07,0G2
3vbd,1.05,2012,8.07,0FZ
4exg,1.8,2012,8.07,916
4um9,2.5,2014,8.07,13-mer
5aa8,1.86,2016,8.07,5P8
5jfu,1.7,2016,8.07,6KQ
6nvg,1.99,2019,8.07,XL8
6qg4,2.3,2019,8.07,J0E
6s89,2.7,2019,8.07,L0Q
6s8a,2.6,2019,8.07,L0N
1siv,2.5,1994,8.08,PSI
2q70,1.95,2007,8.08,DC8
3fmz,2.9,2009,8.08,2T1
3ifl,1.5,2009,8.08,7-mer
3k39,2.54,2010,8.08,BCZ
3lil,1.8,2010,8.08,EEA
3wd9,2.5,2013,8.08,QPC
4edz,2.0,2012,8.08,0O5
4hzz,1.6,2013,8.08,G39
4mf0,2.67,2013,8.08,29Z
4qlu,2.8,2014,8.08,38X
4wxi,2.6,2015,8.08,3VM
5q1c,2.3,2017,8.08,9NA
6do1,2.9,2019,8.08,8-mer
6fiv,1.9,1998,8.08,3TL
1acj,2.8,1994,8.09,THA
1lhf,2.4,1996,8.09,DI4
2pj0,1.65,2008,8.09,922
2rkg,1.8,2008,8.09,AB1
2yfx,1.7,2011,8.09,VGH
3hub,2.25,2010,8.09,469
3kqe,2.35,2010,8.09,LGM
3oe6,3.2,2010,8.09,ITD
3s2a,2.55,2011,8.09,2NQ
3tu7,2.49,2011,8.09,0BM
4elh,2.1,2013,8.09,53I/53J
4his,1.2,2013,8.09,3MI
4kzc,3.25,2013,8.09,1UK
4loy,1.77,2014,8.09,6XS
5cf6,2.5,2015,8.09,50O
5n6s,2.1,2017,8.09,8P5
5tv3,2.9,2017,8.09,7L3
5two,1.93,2017,8.09,7MV
6b59,1.64,2018,8.09,CQS
6n4t,1.95,2019,8.09,KD7
1dbk,3.0,1994,8.1,ANO
1erb,1.9,1994,8.1,ETR
1fzj,1.9,2001,8.1,8-mer
1ghy,1.85,2002,8.1,121
1l6m,2.4,2003,8.1,DBH
1ody,2.0,1999,8.1,LP1
1p4r,2.55,2004,8.1,354
1pq6,2.4,2003,8.1,965
1qj7,2.2,2000,8.1,GR1
1rhr,3.0,2004,8.1,CNE
1rt1,2.55,1997,8.1,MKC
1stc,2.3,1998,8.1,STU
1uk0,3.0,2004,8.1,FRM
1xud,1.8,2005,8.1,PB4
1ype,1.81,2006,8.1,UIP
1zxc,2.28,2005,8.1,IH6
2a5u,2.7,2005,8.1,QYT
2b52,1.88,2005,8.1,D42
2cf8,1.3,2006,8.1,ESH
2e9u,2.0,2008,8.1,A25
2hiw,2.2,2006,8.1,7MP
2iog,1.6,2007,8.1,IOG
2pvj,1.7,2008,8.1,P44
2qk5,2.2,2008,8.1,CS5
2ql5,2.34,2007,8.1,5-mer
2qp8,1.5,2008,8.1,SC7
2qzl,1.8,2008,8.1,IXS
2rcw,2.8,2008,8.1,AAI
2vvu,2.3,2009,8.1,H22
2wpa,2.51,2010,8.1,889
3at4,2.2,2011,8.1,CCK
3caj,1.8,2008,8.1,EZL
3ccc,2.71,2008,8.1,7AC
3f15,1.7,2008,8.1,HS1
3ion,2.4,2010,8.1,8H1
3ith,2.8,2010,8.1,EDM
3jzs,1.78,2009,8.1,12-mer
3kr8,2.1,2009,8.1,XAV
3l58,1.8,2010,8.1,CS5
3l8v,2.4,2010,8.1,L8V
3l9h,2.0,2010,8.1,EMQ
3lox,2.65,2011,8.1,MCX
3lxs,1.5,2010,8.1,4MC
3nal,2.65,2010,8.1,DBK
3nx7,1.8,2010,8.1,NHK
3qai,2.7,2012,8.1,XNN
3skg,2.88,2011,8.1,PB8
3tyv,1.65,2012,8.1,HI3
3vw7,2.2,2012,8.1,VPX
4bid,2.8,2013,8.1,IE8
4d0x,1.82,2014,8.1,953
4e90,2.5,2013,8.1,7RG
4eg5,3.1,2012,8.1,0OU
4eqc,2.01,2013,8.1,XR1
4frk,2.1,2012,8.1,DWD
4hai,2.55,2012,8.1,I23
4hgl,2.4,2012,8.1,0YO
4i1c,2.0,2013,8.1,1BE
4i9i,2.4,2013,8.1,1DY
4jq8,2.83,2013,8.1,KJ8
4nwm,2.03,2014,8.1,2P5
4oq3,2.3,2014,8.1,2V8
4p10,2.0,2014,8.1,2B8
4pms,2.8,2014,8.1,31X
4poj,2.0,2014,8.1,2VP
4r74,1.93,2015,8.1,F6P
4rwl,2.19,2015,8.1,3ZC
4ryg,2.65,2015,8.1,3ZJ
4u44,2.43,2014,8.1,3D9
4wf2,2.31,2014,8.1,BTX
4wht,2.22,2014,8.1,12-mer
4why,2.62,2014,8.1,12-mer
4wke,1.62,2014,8.1,3PU
4wnp,1.88,2015,8.1,3RJ
4xy2,2.03,2015,8.1,490
4zxx,2.6,2015,8.1,4T0
4zyi,1.67,2015,8.1,4TH
5a6b,1.77,2015,8.1,OAN
5ar8,2.79,2015,8.1,XYW
5ax9,2.4,2016,8.1,4KT
5ei8,2.17,2016,8.1,5OE
5enk,2.11,2016,8.1,5QV
5i3x,1.85,2016,8.1,68J
5jyy,2.1,2016,8.1,6PY
5lck,1.89,2016,8.1,6TT
5m7u,2.3,2017,8.1,XHA
5ml8,2.6,2017,8.1,V98
5mqv,2.15,2017,8.1,D5Q
5q0m,2.2,2017,8.1,9L1
5t2g,2.55,2017,8.1,74K
5tzc,2.36,2017,8.1,7OJ
5ug9,1.33,2017,8.1,8AM
5w4w,1.99,2017,8.1,9WG
5w5o,2.89,2017,8.1,9XA
5wg3,2.9,2017,8.1,AFM
5xyz,2.64,2018,8.1,GYL
6e0q,2.35,2018,8.1,HKD
6e6j,2.44,2019,8.1,HWV
6eyz,2.2,2017,8.1,C5W
6ffi,2.2,2018,8.1,D8B
6ftf,1.09,2019,8.1,7CI
6g9m,1.86,2018,8.1,ESW
6gjb,1.82,2019,8.1,F0H
6gwr,2.07,2018,8.1,FEW
6hub,2.9,2019,8.1,GQK
6m87,2.61,2019,8.1,2M9
6ma1,2.75,2018,8.1,JA4
6ma5,2.0,2018,8.1,J9V
6mu1,4.1,2018,8.1,JYP
6nsq,3.05,2019,8.1,KZP
6ode,2.9,2019,8.1,M9G
6pm9,2.86,2019,8.1,OQ1
1err,2.6,1998,8.11,RAL
1ndz,2.0,2003,8.11,FR5
1nvr,1.8,2003,8.11,STU
2jko,1.65,2008,8.11,BIJ
2jkq,2.6,2008,8.11,VG8
2pq9,1.6,2008,8.11,GG9
2znu,1.8,2009,8.11,NDZ
3fv2,1.5,2010,8.11,NDZ
3vry,2.48,2013,8.11,B43
3vye,2.7,2012,8.11,VYE
4aze,3.15,2012,8.11,3RA
4cp7,1.8,2014,8.11,9MW
4ge4,2.41,2012,8.11,0KE
4p6g,1.58,2014,8.11,2FZ
4puz,2.08,2014,8.11,CG9
4v01,2.33,2014,8.11,0LI
4v04,2.12,2014,8.11,0LI
4z1j,1.27,2015,8.11,4KC
4z7i,3.31,2015,8.11,10-mer
5ea4,2.3,2015,8.11,5NM
5lhi,3.4,2017,8.11,6X5
5wad,2.09,2017,8.11,QQZ
5zml,1.8,2019,8.11,16-mer
6cjp,2.6,2019,8.11,F5S
6cnj,3.4,2018,8.11,NCT
6h38,1.7,2018,8.11,FKK
6q9h,2.0,2019,8.11,HRH
1o5r,2.35,2004,8.12,FR9
2k2g,,2008,8.12,DSV
2yi0,1.6,2012,8.12,YI0
3hiv,2.14,2009,8.12,TXN
3rwc,2.5,2012,8.12,9-mer
3upx,2.27,2012,8.12,B6A
4li8,2.52,2013,8.12,1XQ
4ngs,1.68,2014,8.12,J34
6b33,2.48,2018,8.12,CF7
6d1l,1.4,2018,8.12,FQV
6dil,1.48,2018,8.12,TPV
6dj2,1.36,2018,8.12,AB1
2yk1,1.85,2011,8.13,NCT
3dng,2.0,2009,8.13,AXA
3oev,2.85,2011,8.13,3OE
3q3k,2.0,2011,8.13,D90
4pop,2.2,2014,8.13,2VY
4qfr,3.34,2014,8.13,32J
4ud7,1.6,2016,8.13,16-mer
5alc,1.7,2015,8.13,TIQ
5kww,2.5,2017,8.13,6YA
1g35,1.8,2001,8.14,AHF
1yqj,2.0,2005,8.14,6NP
3b4f,1.89,2008,8.14,TUO
3ljz,2.0,2011,8.14,LA3
3lxg,2.3,2010,8.14,Z73
3odu,2.5,2010,8.14,ITD
3oe8,3.1,2010,8.14,ITD
3ryx,1.6,2011,8.14,RYX
4buq,2.2,2014,8.14,KGM
4isi,1.94,2013,8.14,1GG
4jt9,2.24,2013,8.14,1NS
4q07,1.15,2015,8.14,V14
4rlp,2.79,2015,8.14,72B
4zy1,2.5,2016,8.14,4U5
5jk3,2.37,2017,8.14,6L4
5kup,1.39,2016,8.14,6XL
5xms,2.45,2017,8.14,8B3
6dj5,1.75,2018,8.14,G52
6duf,1.96,2018,8.14,K5C
6g1w,1.9,2018,8.14,E0Z
1aq1,2.0,1997,8.15,STU
1fkh,1.95,1994,8.15,SBX
1g27,2.1,2001,8.15,BB1
1ikx,2.8,2001,8.15,PNU
1jlq,3.0,2001,8.15,SBN
1pfy,1.93,2004,8.15,MSP
1pmn,2.2,2003,8.15,984
1tfz,1.8,2004,8.15,869
1tt1,1.93,2005,8.15,KAI
1u9x,2.1,2005,8.15,IHJ
1w5v,1.8,2004,8.15,BE3
2ayp,2.9,2006,8.15,43A
2bed,2.7,2006,8.15,736
2bkz,2.6,2006,8.15,SBC
2d1n,2.37,2006,8.15,FA4
2fm2,2.7,2006,8.15,3BC
2fxu,1.35,2006,8.15,BID
2jf4,2.2,2007,8.15,VDM
2q1q,1.9,2007,8.15,OSP
2wxi,2.8,2010,8.15,S30
2ydk,1.9,2012,8.15,YDK
2ywp,2.9,2007,8.15,A42
2zof,2.3,2008,8.15,BES
3bea,2.02,2008,8.15,IXH
3bu1,1.4,2008,8.15,HSM
3byo,2.0,2008,8.15,AM9
3d8w,1.7,2009,8.15,D8W
3dz5,2.43,2009,8.15,M8M
3faa,3.35,2009,8.15,55F
3frz,1.86,2009,8.15,AG0
3g0b,2.25,2010,8.15,T22
3h0e,2.0,2009,8.15,H0E
3i1y,2.47,2009,8.15,33N
3i4b,2.3,2010,8.15,Z48
3kb7,2.5,2010,8.15,071
3l54,2.3,2010,8.15,LXX
3nw6,2.2,2010,8.15,LGW
3nww,2.09,2010,8.15,3NW
3nxq,1.99,2010,8.15,RX4
3oaw,2.75,2010,8.15,OAW
3r4o,2.65,2011,8.15,FU3
3rtp,2.4,2013,8.15,34I
3v5l,1.86,2012,8.15,0G1
4alv,2.59,2013,8.15,R9P
4bcf,3.01,2013,8.15,T6Q
4bcg,3.08,2013,8.15,T3C
4dbn,3.15,2012,8.15,0JA
4e4x,3.6,2012,8.15,T1Q
4eo8,1.8,2012,8.15,0S3
4erw,2.0,2012,8.15,STU
4ge7,2.1,2012,8.15,0K5
4jr5,1.91,2013,8.15,1LS
4jze,1.52,2013,8.15,1NK
4kip,2.27,2013,8.15,1R9
4l33,2.1,2013,8.15,F70
4loo,1.95,2013,8.15,SB4
4lop,2.05,2013,8.15,SB4
4loq,2.32,2013,8.15,SB4
4lxb,1.61,2014,8.15,7R9
4ly9,2.35,2013,8.15,1YY
4mbi,2.3,2013,8.15,26K
4n5t,1.7,2013,8.15,15-mer
4ona,2.4,2014,8.15,UW1
4op3,2.82,2014,8.15,2UY
4qiz,1.55,2015,8.15,WWX
4qt1,2.4,2015,8.15,3C9
4ufe,1.59,2016,8.15,3ZD
4ufg,1.65,2016,8.15,D6J
4ufy,1.7,2016,8.15,M3W
4uwf,2.99,2014,8.15,EUT
4uwg,2.7,2014,8.15,RBQ
4ycl,3.25,2015,8.15,CZA
4yl3,1.41,2015,8.15,4U9
4ytf,1.78,2015,8.15,4HZ
4zyx,1.65,2016,8.15,3YB
5brz,2.62,2016,8.15,9-mer
5h2u,2.24,2017,8.15,1N1
5hmh,1.79,2016,8.15,62R
5jxq,1.2,2016,8.15,6OK
5k00,1.77,2017,8.15,6PV
5kez,1.83,2017,8.15,11-mer
5o4y,2.3,2017,8.15,16-mer
5tkd,1.92,2016,8.15,7GL
5tkj,2.12,2018,8.15,8-mer
5u4x,1.88,2016,8.15,7VM
5u7k,2.06,2017,8.15,7Y1
5v1y,1.42,2017,8.15,16-mer
5vo1,2.45,2017,8.15,9FS
6a1c,1.68,2019,8.15,9NX
6ba7,2.5,2018,8.15,D1Y
6cvw,1.78,2018,8.15,FH1
6dcg,1.45,2018,8.15,G67
6dn6,1.59,2019,8.15,5-mer
6fod,2.5,2018,8.15,E05
6fyl,1.95,2018,8.15,3NG
6fzx,2.1,2018,8.15,EEK
6g33,2.05,2018,8.15,5ID
6miv,2.05,2019,8.15,JU1
6mob,1.8,2019,8.15,JWY
6o0h,3.67,2019,8.15,LBG
6ocw,2.6,2019,8.15,M6M
6qgh,2.0,2019,8.15,1XJ
6qxu,1.2,2019,8.15,JKN
1c8l,2.3,2000,8.16,BIN
3g08,1.6,2009,8.16,FEE
3w2s,1.9,2013,8.16,W2R
4elg,2.1,2013,8.16,52I/52J
4zud,2.8,2015,8.16,OLM
5myx,1.49,2017,8.16,16-mer
6a93,3.0,2019,8.16,8NU
2g63,2.0,2006,8.17,AAF
3hac,2.0,2009,8.17,361
3krd,2.5,2010,8.17,FEB
3kwf,2.4,2010,8.17,B1Q
3rz8,1.7,2011,8.17,RZ8
3zim,2.85,2013,8.17,KKR
4aac,2.5,2012,8.17,AAV
4ayy,2.6,2012,8.17,9MX
4k5y,2.98,2013,8.17,1Q5
4mxc,1.63,2014,8.17,DWF
4q09,1.2,2015,8.17,V14
4q1e,1.85,2014,8.17,2Y7/2Y8
4qjm,1.75,2015,8.17,V1F
4xct,1.3,2015,8.17,N73
4z0q,1.45,2015,8.17,4K9
